PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,standardised_smiles
6040,144209593.0,5770.0,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Active,43.0,,,active antagonist,active antagonist,48.459,-84.7903,active agonist,52.3248,31.1505,active antagonist,54.3719,-77.292,inactive,,0,SIGMA,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
6041,144209594.0,8305.0,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,Active,52.0,,,active antagonist,active antagonist,12.1723,-97.4796,inactive,,0,active antagonist,12.8936,-93.1347,inactive,,0,SIGMA,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl
6052,144209605.0,448537.0,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,Active,54.0,,,active antagonist,active antagonist,8.24226,-96.4243,active agonist,30.3888,59.6319,active antagonist,8.89979,-93.7484,inconclusive antagonist,,-25.2935,SigmaAldrich,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
6061,144209614.0,7031.0,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,Active,42.0,,,active antagonist,active antagonist,56.0389,-93.6441,active agonist,53.9291,71.0562,inconclusive antagonist,60.5094,-72.5441,inactive,,0,SigmaAldrich,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
6083,144209636.0,15787.0,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,Active,43.0,,,active antagonist,active antagonist,56.9022,-99.1018,inactive,,0,active antagonist,54.7598,-111.156,inactive,,0,SIGMA,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
6086,144209639.0,445354.0,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,Active,40.0,,,active antagonist,active antagonist,72.1437,-45.3183,inactive,,0,inconclusive antagonist,,-46.4817,inactive,,0,SIGMA,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
6101,144209654.0,76013.0,CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3,Active,61.0,,,active antagonist,active antagonist,3.27794,-102.968,inconclusive agonist,67.9623,183.274,active antagonist,3.53944,-100.879,inconclusive antagonist,,-55.9521,SIGMA,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1
6112,144209665.0,8981.0,CC1=CC(NC2=CC=CC=C12)(C)C,Active,43.0,,,active antagonist,active antagonist,56.1884,-110.753,inactive,,0,active antagonist,53.0453,-82.7776,inactive,,0,SIGMA,CC1=CC(C)(C)Nc2ccccc21
6119,144209672.0,31426.0,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],Active,56.0,,,active antagonist,active antagonist,1.342,-63.1482,inactive,,0,active antagonist,1.24285,-75.6716,inactive,,0,SIGMA,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O
6124,144209677.0,177.0,CC=O,Active,49.0,,,active antagonist,active antagonist,18.0204,-90.3949,active antagonist,60.362,-60.9895,active antagonist,19.4579,-110.803,inactive,,0,SIGMA,CC=O
6128,144209681.0,443939.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,Active,61.0,,,active antagonist,active antagonist,0.229359,-58.3345,active agonist,30.5855,67.6381,inconclusive antagonist,1.3662,-48.0518,active agonist,1.92982,41.5461,Toronto Research,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
6131,144209684.0,10771.0,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N.Cl,Active,52.0,,,active antagonist,active antagonist,7.53182,-81.5968,active antagonist,35.6369,-54.1408,active antagonist,9.85296,-115.819,active antagonist,53.3212,-54.3227,SigmaAldrich,Cl.Nc1ccc(N=Nc2ccccc2)c(N)c1
6133,144209686.0,8478.0,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],Active,48.0,,,active antagonist,active antagonist,12.6614,-71.6378,active antagonist,28.3454,-55.6462,active antagonist,11.2845,-96.1235,inconclusive antagonist,61.0684,-123.94,Rohm and Haas,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-]
6144,144209697.0,10208.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Active,50.0,,,active antagonist,active antagonist,11.2413,-81.5631,inactive,,0,active antagonist,10.6125,-89.4505,inactive,,0,SIGMA,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
6149,144209702.0,6731.0,C1=CC=C2C(=C1)C=CC(=N2)C3C(=O)C4=CC=CC=C4C3=O,Active,66.0,,,active antagonist,active antagonist,0.381904,-76.0543,inactive,,0,active antagonist,0.412371,-73.6213,inactive,,0,SIGMA,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1
6153,144209706.0,13816.0,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N.[Na+].[Na+],Active,47.0,,,active antagonist,active antagonist,11.5734,-58.8578,inactive,,0,active antagonist,11.5734,-59.9287,inactive,,0,SIGMA,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)[O-])c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2ccccc2c1N.[Na+].[Na+]
6156,144209709.0,14710.0,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Active,52.0,,,active antagonist,active antagonist,10.8155,-90.4695,inactive,,0,active antagonist,1.21352,-63.1962,inconclusive agonist,,,SigmaAldrich,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-]
6165,144209718.0,1123.0,C(CS(=O)(=O)O)N,Active,53.0,,,active antagonist,active antagonist,10.8697,-96.3168,inactive,,0,active antagonist,12.6731,-97.5333,inactive,,0,SIGMA,NCCS(=O)(=O)O
6170,144209723.0,104827.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],Active,57.0,,,active antagonist,active antagonist,1.31463,-67.0171,inactive,,0,active antagonist,2.08354,-73.3127,active antagonist,23.3777,-51.8644,Acros,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-]
6197,144209750.0,6627.0,C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl,Active,53.0,,,active antagonist,active antagonist,12.9584,-106.039,inactive,,0,active antagonist,12.4705,-102.69,inactive,,0,SigmaAldrich,Cl[Si](Cl)(c1ccccc1)c1ccccc1
6200,144209753.0,8154.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],Active,50.0,,,active antagonist,active antagonist,14.805,-94.7803,active antagonist,27.3574,-38.3639,active antagonist,15.9861,-125.638,inactive,,0,SigmaAldrich,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
6215,144209768.0,8755.0,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],Active,49.0,,,active antagonist,active antagonist,14.438,-80.7204,active antagonist,62.0642,-56.0452,active antagonist,16.8335,-90.2139,inconclusive antagonist,62.0642,-75.3288,SIGMA,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
6227,144209780.0,6681.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N,Active,51.0,,,active antagonist,active antagonist,2.77927,-54.3131,inactive,,0,active antagonist,1.8222,-61.179,inactive,,0,SigmaAldrich,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
6231,144209784.0,10855.0,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)N,Active,51.0,,,active antagonist,active antagonist,10.454,-86.3907,inactive,,0,active antagonist,10.863,-87.5092,inactive,,0,Alfa Aesar,Nc1ccc(N=Nc2ccc(N)cc2)cc1
6237,144209790.0,1674.0,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,Active,47.0,,,active antagonist,active antagonist,17.2647,-74.2114,active agonist,25.3411,34.3354,inconclusive antagonist,28.984,-64.481,inactive,,0,SIGMA,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3
6243,144209796.0,23892.0,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,Active,72.0,,,active antagonist,active antagonist,0.342714,-92.2254,inactive,,0,active antagonist,0.329811,-87.5902,inactive,,0,SIGMA,Cl.Cl.Cl.Cl.Nc1ccc(-c2ccc(N)c(N)c2)cc1N
6245,144209798.0,16682804.0,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,Active,81.0,,,active antagonist,active antagonist,0.117379,-98.7559,active agonist,23.4203,61.0572,active antagonist,0.121972,-92.2605,active antagonist,11.7379,-109.46,SIGMA,CC(=O)[O-].c1ccc([Sn+](c2ccccc2)c2ccccc2)cc1
6246,144209799.0,5284483.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],Active,50.0,,,active antagonist,active antagonist,21.6679,-116.333,inconclusive agonist,61.0684,75.4989,active antagonist,20.8521,-111.439,inactive,,0,Sensient,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
6248,144209801.0,5035.0,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Active,62.0,,,active antagonist,active antagonist,5.05087,-120.902,inconclusive agonist,61.1927,54.2441,active antagonist,5.88889,-118.461,inactive,,0,SigmaAldrich,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
6258,144209811.0,16217238.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(=[N-])=NC#N,Active,75.0,,,active antagonist,active antagonist,0.385708,-103.293,active antagonist,10.0676,-63.8523,active antagonist,0.416478,-107.97,active antagonist,37.1186,-91.3435,Cytec,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CN=C=[N-]
6259,144209812.0,11181836.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Active,68.0,,,active antagonist,active antagonist,0.504061,-88.05,inactive,,0,active antagonist,0.544273,-85.7193,inconclusive antagonist,2.29518,-30.7185,Cytec,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
6267,144209820.0,22078297.0,CCCCCCCCCCN1C=C[N+](=C1)C.[Br-],Active,47.0,,,active antagonist,active antagonist,12.2344,-56.6394,inactive,,0,active antagonist,13.7272,-68.5733,inactive,,0,Io-li-tec,CCCCCCCCCCn1cc[n+](C)c1.[Br-]
6268,144209821.0,2734225.0,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Active,47.0,,,active antagonist,active antagonist,18.2313,-73.8851,inactive,,0,active antagonist,22.9518,-77.8328,inactive,,0,Io-li-tec,CCCCCCCCCCn1cc[n+](C)c1.[Cl-]
6269,144209822.0,10044526.0,CCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Active,47.0,,,active antagonist,active antagonist,23.3726,-85.4294,inactive,,0,active antagonist,37.0431,-106.718,inactive,,0,Io-li-tec,CCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
6272,144209825.0,2775940.0,CCCCCCCCCCN1C=C[N+](=C1C)CCCCCCCCCC.[Cl-],Active,56.0,,,active antagonist,active antagonist,3.861,-82.8728,active antagonist,20.1079,-53.8278,active antagonist,5.24848,-107.344,active antagonist,58.8889,-122.291,Io-li-tec,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1C.[Cl-]
6274,144209827.0,46226173.0,[B-](F)(F)(F)F.CCCCCCCCCCCCN1C=C[N+](=C1)C,Active,48.0,,,active antagonist,active antagonist,17.8848,-83.4419,active antagonist,54.4273,-54.1855,active antagonist,17.2114,-95.3309,inconclusive antagonist,72.5799,-64.7846,Io-li-tec,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
6275,144209828.0,23160059.0,CCCCCCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],Active,49.0,,,active antagonist,active antagonist,19.6659,-94.3715,active antagonist,58.7101,-58.7106,active antagonist,20.4352,-109.699,inactive,,0,Io-li-tec,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
6277,144209830.0,16211417.0,CCCCCCCCCCCCN1C=C[N+](=C1)C.[I-],Active,45.0,,,active antagonist,active antagonist,43.6735,-114.929,active antagonist,59.3679,-44.0224,active antagonist,30.9185,-108.176,inactive,,0,Io-li-tec,CCCCCCCCCCCCn1cc[n+](C)c1.[I-]
6292,144209845.0,18506491.0,[B-](F)(F)(F)F.CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C,Active,46.0,,,active antagonist,active antagonist,22.7449,-79.6087,active antagonist,61.6905,-52.0776,active antagonist,22.7449,-115.375,inconclusive antagonist,69.2179,-110.681,Io-li-tec,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
6297,144209850.0,24944555.0,CCCCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,Active,48.0,,,active antagonist,active antagonist,13.0899,-67.0723,inconclusive antagonist,60.7578,-60.3293,active antagonist,20.746,-101.256,inactive,,0,Io-li-tec,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
6305,144209858.0,2734229.0,CCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],Active,51.0,,,active antagonist,active antagonist,14.612,-96.8626,active antagonist,60.4474,-55.5327,active antagonist,23.1585,-136.121,active antagonist,70.4765,-54.1127,Io-li-tec,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]
6328,144209881.0,13487610.0,CCCC[N+]1=CC=C(C=C1)C.[Br-],Active,58.0,,,active antagonist,active antagonist,2.28598,-78.6558,inactive,,0,active antagonist,2.37541,-77.0738,inactive,,0,Io-li-tec,CCCC[n+]1ccc(C)cc1.[Br-]
6330,144209883.0,11074101.0,CCCC[N+]1=CC=C(C=C1)C.[Cl-],Active,64.0,,,active antagonist,active antagonist,3.16747,-113.453,inconclusive agonist,,36.4095,active antagonist,3.55396,-106.707,inconclusive antagonist,48.3109,-67.1713,Io-li-tec,CCCC[n+]1ccc(C)cc1.[Cl-]
6357,144209910.0,60196397.0,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-],Active,67.0,,,active antagonist,active antagonist,1.0129,-97.9107,active antagonist,14.5848,-55.2834,active antagonist,1.05253,-99.7862,inconclusive antagonist,61.5038,-121.132,Io-li-tec,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
6360,144209913.0,6076971.0,CCCCC/C(=C/C1=CC=CC=C1)/CO,Active,44.0,,,active antagonist,active antagonist,38.1144,-87.4983,inactive,,0,active antagonist,31.4598,-75.7299,inconclusive antagonist,,,SIGMA,CCCCC/C(=C/c1ccccc1)CO
6369,144209922.0,14425.0,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Active,59.0,,,active antagonist,active antagonist,4.14624,-97.3957,active agonist,35.5621,35.7768,active antagonist,4.30845,-82.283,active antagonist,64.4646,-65.4273,SIGMA,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
6436,144209989.0,22882.0,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)[O-])[O-])Cl)Cl.[Na+].[Na+],Active,75.0,,,active antagonist,active antagonist,0.911893,-122.688,inconclusive agonist,62.1266,205.317,active antagonist,0.812726,-108.524,inconclusive antagonist,22.0433,-35.7031,TCI,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-]
6445,144209998.0,71027.0,C1=CC=C(C=C1)C(=CC=O)C2=CC=CC=C2,Active,44.0,,,active antagonist,active antagonist,41.1889,-86.7074,inactive,,0,active antagonist,38.8848,-77.2795,active antagonist,40.406,-28.7148,SIGMA,O=CC=C(c1ccccc1)c1ccccc1
6466,144210019.0,67589.0,C1=CC=C(C=C1)C(=O)CC(=O)C(F)(F)F,Active,49.0,,,active antagonist,active antagonist,20.3738,-102.786,inactive,,0,active antagonist,21.9991,-94.6307,inactive,,0,SIGMA,O=C(CC(=O)C(F)(F)F)c1ccccc1
6467,144210020.0,137895.0,C(CCCCCCBr)CCCCCO,Active,42.0,,,active antagonist,active antagonist,59.7276,-83.1556,inactive,,0,active antagonist,62.0642,-83.9984,inactive,,0,SIGMA,OCCCCCCCCCCCCBr
6488,144210041.0,79358.0,C1(=C(N=C(N=C1N)N)N)N.OS(=O)(=O)O,Active,51.0,,,active antagonist,active antagonist,18.698,-116.617,active agonist,46.9673,173.022,inconclusive antagonist,27.4449,-76.5883,inactive,,0,SIGMA,Nc1nc(N)c(N)c(N)n1.O=S(=O)(O)O
6489,144210042.0,104677.0,C1=CC(=C(C=C1SC#N)[N+](=O)[O-])N,Active,42.0,,,active antagonist,active antagonist,52.7515,-69.4723,active antagonist,61.5038,-54.0669,active antagonist,54.8153,-102.22,inactive,,0,SIGMA,N#CSc1ccc(N)c([N+](=O)[O-])c1
6499,144210052.0,4788.0,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,Active,60.0,,,active antagonist,active antagonist,4.25813,-107.388,active agonist,49.6461,200.032,active antagonist,3.38235,-79.3443,inconclusive antagonist,55.7039,-52.0006,SIGMA,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
6532,144210085.0,4921319.0,C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-],Active,58.0,,,active antagonist,active antagonist,4.1772,-94.598,inactive,,0,active antagonist,4.59782,-109.723,inconclusive antagonist,,-33.3958,TCI,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
6533,144210086.0,6528.0,CC1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,Active,66.0,,,active antagonist,active antagonist,2.37541,-113.606,active agonist,1.88685,156.338,inconclusive antagonist,43.894,-93.3037,active antagonist,33.5536,-37.358,TCI,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
6539,144210092.0,10187.0,C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,Active,43.0,,,active antagonist,active antagonist,20.1896,-41.002,inactive,,0,active antagonist,10.926,-47.0598,inactive,,0,TCI,Oc1cccc2cc3cccc(O)c3c(O)c12
6545,144210098.0,16719.0,C1=CC=C2C(=C1)C(=CC=C2N)N,Active,73.0,,,active antagonist,active antagonist,0.20067,-88.0193,inconclusive agonist,,,active antagonist,0.20067,-79.4315,inconclusive antagonist,13.6715,-105.304,SIGMA,Nc1ccc(N)c2ccccc12
6546,144210099.0,11796.0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)O,Active,66.0,,,active antagonist,active antagonist,3.31156,-124.357,inactive,,0,active antagonist,4.01205,-106.577,inactive,,0,TCI,O=C1c2ccccc2C(=O)c2cc(O)ccc21
6555,144210108.0,17819.0,CC1=C(C=CC(=C1)O)N,Active,43.0,,,active antagonist,active antagonist,51.6966,-98.7649,inactive,,0,inconclusive antagonist,48.8047,-117.746,inactive,,0,SIGMA,Cc1cc(O)ccc1N
6558,144210111.0,95717.0,C1CC2=C(C=C3C=CC4=C5C3=C2C=CC5=CC=C4)C(=O)C1,Active,52.0,,,active antagonist,active antagonist,9.80689,-89.6646,inconclusive agonist,,33.7105,active antagonist,12.8292,-83.4268,inactive,,0,SIGMA,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34
6582,144210135.0,4669250.0,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C(=O)N2,Active,42.0,,,active antagonist,active antagonist,63.393,-111.824,inactive,,0,active antagonist,61.0063,-97.5906,inactive,,0,SIGMA,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O
6590,144210143.0,65575.0,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,Active,42.0,,,active antagonist,active antagonist,57.5936,-88.0377,inactive,,0,active antagonist,57.5936,-84.8512,inactive,,0,SIGMA,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O
6593,144210146.0,3884.0,CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,Active,49.0,,,active antagonist,active antagonist,26.1177,-116.684,inactive,,0,active antagonist,25.1344,-123.62,inconclusive antagonist,,,SIGMA,CC(C)=CCC1=C(O)c2ccccc2C(=O)C1=O
6594,144210147.0,7018.0,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31,Active,46.0,,,active antagonist,active antagonist,21.8444,-69.8583,inactive,,0,active antagonist,21.022,-82.1113,inactive,,0,SIGMA,O=C1c2ccccc2Cc2ccccc21
6601,144210154.0,74867.0,CC(=O)C1=CC2=C(C=CC3=CC=CC=C32)C=C1,Active,46.0,,,active antagonist,active antagonist,36.8922,-104.684,inconclusive agonist,43.0132,23.275,active antagonist,50.1497,-110.032,inactive,,0,SIGMA,CC(=O)c1ccc2ccc3ccccc3c2c1
6607,144210160.0,82703.0,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Cl)C=O,Active,49.0,,,active antagonist,active antagonist,13.8717,-81.854,inactive,,0,active antagonist,12.3632,-74.4021,inactive,,0,SIGMA,O=Cc1c2ccccc2c(Cl)c2ccccc12
6608,144210161.0,14586.0,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C#N,Active,52.0,,,active antagonist,active antagonist,6.84501,-73.7203,inactive,,0,active antagonist,6.46211,-75.7187,inactive,,0,SIGMA,N#Cc1c2ccccc2cc2ccccc12
6610,144210163.0,73848.0,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2CO,Active,46.0,,,active antagonist,active antagonist,34.4811,-103.878,inactive,,0,active antagonist,35.8301,-96.9479,inactive,,0,SIGMA,OCc1c2ccccc2cc2ccccc12
6613,144210166.0,15529.0,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,Active,58.0,,,active antagonist,active antagonist,4.06102,-95.8258,active antagonist,66.8809,-39.8602,active antagonist,5.11252,-97.5195,active antagonist,27.6674,-57.6685,SIGMA,Oc1ccc(N=Nc2ccccc2)cc1
6629,144210182.0,7263.0,C1=CC(=C(C=C1Cl)N)N,Active,57.0,,,active antagonist,active antagonist,5.45177,-96.0987,active agonist,6.86338,41.5406,active antagonist,6.86338,-69.8751,inactive,,0,SIGMA,Nc1ccc(Cl)cc1N
6630,144210183.0,8425.0,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,Active,63.0,,,active antagonist,active antagonist,3.57211,-114.495,active agonist,16.5803,27.8783,active antagonist,3.57211,-97.5841,active antagonist,25.7785,-50.0392,McKesson Chemical,Oc1ccc(Cl)cc1Cc1ccccc1
6634,144210187.0,7381.0,CC(C)(C)C1=CC(=C(C=C1)O)O,Active,48.0,,,active antagonist,active antagonist,23.297,-93.8995,inactive,,0,active antagonist,24.2084,-87.4819,inactive,,0,SIGMA,CC(C)(C)c1ccc(O)c(O)c1
6637,144210190.0,6623.0,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,55.0,,,active antagonist,active antagonist,11.1698,-115.343,active agonist,12.0608,116.884,active antagonist,27.0008,-85.1883,inactive,,0,SIGMA,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
6644,144210197.0,3220.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,Active,63.0,,,active antagonist,active antagonist,2.03982,-98.4431,active antagonist,32.3289,-35.1372,active antagonist,1.88911,-90.648,inconclusive antagonist,15.0057,-29.2172,SRI International,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
6646,144210199.0,16682746.0,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,Active,88.0,,,active antagonist,active antagonist,0.0911522,-112.124,inactive,,0,active antagonist,0.0984239,-119.218,active antagonist,1.88988,-76.3948,SigmaAldrich,CCCC[Sn+](CCCC)CCCC.CCCC[Sn+](CCCC)CCCC.[O-2]
6778,144210331.0,6923.0,CC(C)(C)C1=CC=CC=C1O,Active,43.0,,,active antagonist,active antagonist,40.8562,-72.5154,inactive,,0,inconclusive antagonist,40.8562,-58.4427,inactive,,0,Enamine,CC(C)(C)c1ccccc1O
6808,144210361.0,8411.0,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,Active,45.0,,,active antagonist,active antagonist,34.3762,-80.8746,inactive,,0,active antagonist,29.4844,-81.6776,inactive,,0,Enamine,COc1cc(-c2ccc(N)c(OC)c2)ccc1N
6849,144210402.0,8456.0,CC(C)(C)C1=C(C=CC(=C1)OC)O,Active,47.0,,,active antagonist,active antagonist,25.2886,-91.9835,inactive,,0,active antagonist,25.2886,-86.9166,inactive,,0,SIGMA,COc1ccc(O)c(C(C)(C)C)c1
6857,144210410.0,8455.0,CCC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)CC,Active,66.0,,,active antagonist,active antagonist,1.65803,-103.694,inactive,,0,active antagonist,1.36854,-104.071,active antagonist,50.4574,-31.0666,SIGMA,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1
6870,144210423.0,7393.0,CC(C)(C)C1=CC=C(C=C1)O,Active,46.0,,,active antagonist,active antagonist,34.3762,-97.0828,inactive,,0,active antagonist,30.6379,-67.2139,inactive,,0,SIGMA,CC(C)(C)c1ccc(O)cc1
