chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic,MW,LogP,Crippen MR,NHD,NHA,TPSA,HA Count
MAGNESIUM SULFATE ANHYDROUS,CSNNHWWHGAXBCP-UHFFFAOYSA-L,O=S(=O)([O-])[O-].[Mg+2],chembl_mito_safe_drugs,non-toxic,120.368,-1.7187999999999997,16.2286,0,4,80.26,6
POTASSIUM SULFATE,OTYBMLCTZGSZBG-UHFFFAOYSA-L,O=S(=O)([O-])[O-].[K+].[K+],chembl_mito_safe_drugs,non-toxic,174.25900000000001,-7.33,10.4746,0,4,80.26,7
CARIPRAZINE HYDROCHLORIDE,GPPJWWMREQHLQT-UHFFFAOYSA-N,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl,chembl_mito_safe_drugs,non-toxic,463.88100000000014,4.757300000000005,124.94470000000005,1,3,38.82000000000001,29
PACRITINIB,HWXVIOGONBBTBY-ONEGZZNKSA-N,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,chembl_mito_safe_drugs,non-toxic,472.58900000000017,4.466800000000004,139.20469999999995,1,7,67.68,35
GLASDEGIB,SFNSLLSYNZWZQG-VQIMIIECSA-N,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,chembl_mito_safe_drugs,non-toxic,374.4480000000001,3.391580000000002,107.79810000000002,3,4,96.84,28
PHENDIMETRAZINE TARTRATE,VEPOHXYIFQMVHW-XOZOLZJESA-N,C[C@H]1[C@H](c2ccccc2)OCCN1C.O=C(O)C(O)C(O)C(=O)O,chembl_mito_safe_drugs,non-toxic,341.36,-0.04439999999999955,84.51220000000004,4,6,127.53000000000002,24
CYSTEAMINE BITARTRATE,NSKJTUFFDRENDM-UHFFFAOYSA-N,NCCS.O=C(O)C(O)C(O)C(=O)O,chembl_mito_safe_drugs,non-toxic,227.238,-2.2476999999999996,50.19260000000001,6,6,141.08,14
DIHYDROCODEINE BITARTRATE,ZGSZBVAEVPSPFM-FFHNEAJVSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341.O=C(O)C(O)C(O)C(=O)O,chembl_mito_safe_drugs,non-toxic,451.4720000000002,-0.39749999999999847,109.84300000000006,5,8,156.99,32
GRAZOPREVIR ANHYDROUS,OBMNJSNZOWALQB-NCQNOWPTSA-N,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,chembl_mito_safe_drugs,non-toxic,766.9180000000002,3.3019000000000016,196.81289999999944,3,11,195.22,54
VONOPRAZAN FUMARATE,ROGSHYHKHPCCJW-WLHGVMLRSA-N,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1.O=C(O)/C=C/C(=O)O,chembl_mito_safe_drugs,non-toxic,461.4710000000001,2.3574,113.82210000000008,3,7,138.59,32
ACAMPROSATE CALCIUM,BUVGWDNTAWHSKI-UHFFFAOYSA-L,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],chembl_mito_safe_drugs,non-toxic,400.48800000000017,-2.2651999999999957,81.48380000000004,2,8,172.6,23
STANOZOLOL,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,chembl_mito_safe_drugs,non-toxic,328.5000000000001,4.1181000000000045,94.49550000000005,2,2,48.91,24
BOSUTINIB MONOHYDRATE,BXPOSPOKHGNMEP-UHFFFAOYSA-N,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,chembl_mito_safe_drugs,non-toxic,548.4710000000003,4.365680000000006,146.96949999999984,1,8,114.38,37
COBICISTAT,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,chembl_mito_safe_drugs,non-toxic,776.0420000000001,6.000700000000006,212.54509999999934,3,10,138.02,54
ICOSAPENT ETHYL,SSQPWTVBQMWLSZ-AAQCHOMXSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,chembl_mito_safe_drugs,non-toxic,330.5120000000001,6.471200000000007,104.94300000000005,0,2,26.3,24
LORCASERIN HYDROCHLORIDE,ITIHHRMYZPNGRC-QRPNPIFTSA-N,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,chembl_mito_safe_drugs,non-toxic,232.154,3.0110000000000015,63.68870000000003,1,1,12.03,14
MIRABEGRON,PBAPPPCECJKMCM-IBGZPJMESA-N,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,chembl_mito_safe_drugs,non-toxic,396.516,2.7722000000000007,113.2776,4,6,100.27,28
CLORAZEPATE DIPOTASSIUM,QCHSEDTUUKDTIG-UHFFFAOYSA-L,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],chembl_mito_safe_drugs,non-toxic,408.92300000000006,-4.920799999999999,82.89350000000003,1,5,111.59,25
MAGNESIUM TRISILICATE,GXGAKHNRMVGRPK-UHFFFAOYSA-N,O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2],chembl_mito_safe_drugs,non-toxic,260.86,-7.0344,32.312999999999995,0,8,144.84,13
UREA C 14,XSQUKJJJFZCRTK-NJFSPNSNSA-N,N[14C](N)=O,chembl_mito_safe_drugs,non-toxic,62.04824199,-0.9762000000000002,13.7708,2,1,69.11,4
AMINOSALICYLATE SODIUM,GMUQJDAYXZXBOT-UHFFFAOYSA-M,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],chembl_mito_safe_drugs,non-toxic,211.149,-5.307499999999997,44.077300000000015,2,4,149.38,14
UREA C 13,XSQUKJJJFZCRTK-OUBTZVSYSA-N,N[13C](N)=O,chembl_mito_safe_drugs,non-toxic,61.04835484,-0.9762000000000002,13.7708,2,1,69.11,4
LITHIUM CITRATE,HXGWMCJZLNWEBC-UHFFFAOYSA-K,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],chembl_mito_safe_drugs,non-toxic,281.98199999999986,-17.539400000000008,43.66000000000002,1,7,266.61999999999995,20
LEVOTHYROXINE SODIUM,ANMYAHDLKVNJJO-LTCKWSDVSA-M,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].O.[Na+],chembl_mito_safe_drugs,non-toxic,816.869,-0.5981000000000001,125.791,2,5,127.11000000000001,26
TOFACITINIB CITRATE,SYIKUFDOYJFGBQ-YLAFAASESA-N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,chembl_mito_safe_drugs,non-toxic,504.5000000000003,0.29628000000000065,123.76190000000011,5,9,221.03999999999996,36
MORPHINE SULFATE,GRVOTVYEFDAHCL-RTSZDRIGSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,758.8400000000004,-2.3800999999999974,187.39959999999974,6,10,337.96000000000004,52
AZILSARTAN KAMEDOXOMIL,IHWFKDWIUSZLCJ-UHFFFAOYSA-M,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],chembl_mito_safe_drugs,non-toxic,606.6320000000002,1.3383199999999997,148.06949999999972,0,11,153.89999999999998,43
DAPAGLIFLOZIN PROPANEDIOL,GOADIQFWSVMMRJ-UPGAGZFNSA-N,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,chembl_mito_safe_drugs,non-toxic,502.98800000000017,0.37919999999999937,126.96960000000003,6,8,171.34,34
TASIMELTEON,PTOIAAWZLUQTIO-GXFFZTMASA-N,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,chembl_mito_safe_drugs,non-toxic,245.32199999999995,2.2512,69.78970000000004,1,2,38.33,18
DROXIDOPA,QXWYKJLNLSIPIN-JGVFFNPUSA-N,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,chembl_mito_safe_drugs,non-toxic,213.189,-0.4569000000000002,50.34260000000002,5,5,124.01000000000002,15
FOSTAMATINIB,GKDRMWXFWHEQQT-UHFFFAOYSA-N,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,chembl_mito_safe_drugs,non-toxic,580.4660000000002,3.094500000000001,139.07949999999988,4,12,186.71999999999997,40
TAFAMIDIS,TXEIIPDJKFWEEC-UHFFFAOYSA-N,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,chembl_mito_safe_drugs,non-toxic,308.12000000000006,4.4998000000000005,76.42430000000002,1,3,63.33,20
OMADACYCLINE TOSYLATE,CSLDSXNLUZXVTF-XGLFQKEBSA-N,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,chembl_mito_safe_drugs,non-toxic,728.8650000000004,2.564020000000002,190.15639999999962,7,12,231.02999999999994,51
PLECANATIDE,NSPHQWLKCGGCQR-DLJDZFDSSA-N,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,chembl_mito_safe_drugs,non-toxic,1681.9149999999997,-8.148299999999987,405.0387000000009,23,27,718.13,113
CABOZANTINIB S-MALATE,HFCFMRYTXDINDK-WNQIDUERSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,chembl_mito_safe_drugs,non-toxic,635.6010000000003,4.447400000000002,162.58479999999975,5,9,193.60999999999999,46
MACITENTAN,JGCMEBMXRHSZKX-UHFFFAOYSA-N,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,chembl_mito_safe_drugs,non-toxic,588.2820000000002,3.572700000000003,126.7262,2,8,128.22000000000003,32
AVATROMBOPAG,OFZJKCQENFPZBH-UHFFFAOYSA-N,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,chembl_mito_safe_drugs,non-toxic,649.6700000000003,6.581400000000007,170.86899999999966,2,9,101.90000000000002,42
MOXIDECTIN,YZBLFMPOMVTDJY-LSGXYNIPSA-N,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,chembl_mito_safe_drugs,non-toxic,639.8300000000002,5.7289000000000065,175.7325999999995,2,9,116.04000000000002,46
DELAFLOXACIN MEGLUMINE,AHJGUEMIZPMAMR-WZTVWXICSA-N,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,chembl_mito_safe_drugs,non-toxic,635.9800000000002,-1.4406,146.85519999999997,9,13,234.86,43
PALOVAROTENE,YTFHCXIPDIHOIA-DHZHZOJOSA-N,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,chembl_mito_safe_drugs,non-toxic,414.54900000000015,6.149000000000006,125.38630000000006,1,3,55.120000000000005,31
TEDIZOLID PHOSPHATE,QCGUSIANLFXSGE-GFCCVEGCSA-N,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,chembl_mito_safe_drugs,non-toxic,450.3230000000001,1.5126999999999997,103.03410000000002,2,9,152.79000000000002,31
TAFAMIDIS MEGLUMINE,DQJDBUPLRMRBAB-WZTVWXICSA-N,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,chembl_mito_safe_drugs,non-toxic,503.3350000000002,1.1415000000000013,121.46399999999998,7,9,176.51,33
RIFAMYCIN SODIUM,YVOFSHPIJOYKSH-NLYBMVFSSA-M,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C.[Na+],chembl_mito_safe_drugs,non-toxic,719.7600000000002,1.126120000000001,181.59639999999962,5,12,204.13999999999996,51
EDOXABAN TOSYLATE,ZLFZITWZOYXXAW-QXXZOGQOSA-N,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,chembl_mito_safe_drugs,non-toxic,720.2740000000001,2.5313200000000027,180.2421999999996,4,10,190.99999999999997,48
SELUMETINIB SULFATE,GRKFGZYYYYISDX-UHFFFAOYSA-N,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,555.7660000000004,2.8728000000000007,117.78810000000006,5,8,163.01,32
TELOTRISTAT ETHYL,MDSQOJYHHZBZKA-GBXCKJPGSA-N,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,chembl_mito_safe_drugs,non-toxic,574.991,4.988620000000003,142.92779999999988,2,9,131.17,40
LENVATINIB MESYLATE,HWLFIUUAYLEFCT-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O,chembl_mito_safe_drugs,non-toxic,522.9670000000004,3.5759000000000016,130.98790000000002,4,7,169.93999999999997,35
TOFOGLIFLOZIN,ZXOCGDDVNPDRIW-NHFZGCSJSA-N,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,chembl_mito_safe_drugs,non-toxic,404.459,0.1718999999999994,105.12800000000003,4,6,130.88,29
AFATINIB DIMALEATE,USNRYVNRPYXCSP-JUGPPOIOSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,chembl_mito_safe_drugs,non-toxic,718.0910000000005,3.8134999999999994,179.22959999999975,6,11,237.80999999999997,50
DACOMITINIB,BSPLGGCPNTZPIH-IPZCTEOASA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,chembl_mito_safe_drugs,non-toxic,487.9630000000004,4.3304000000000045,132.45720000000006,2,6,110.88000000000001,34
LESINURAD,FGQFOYHRJSUHMR-UHFFFAOYSA-N,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,chembl_mito_safe_drugs,non-toxic,404.28900000000016,4.2371000000000025,96.89980000000001,1,5,68.00999999999999,24
LEVOMILNACIPRAN HYDROCHLORIDE,XNCDYJFPRPDERF-NQQJLSKUSA-N,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,chembl_mito_safe_drugs,non-toxic,282.815,2.1931999999999996,80.45740000000004,1,2,46.33,19
ASUNAPREVIR,XRWSZZJLZRKHHD-WVWIJVSJSA-N,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,chembl_mito_safe_drugs,non-toxic,748.299,3.8538000000000023,189.7138999999995,3,10,182.33,51
TRAMETINIB DIMETHYL SULFOXIDE,OQUFJVRYDFIQBW-UHFFFAOYSA-N,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1.C[S+](C)[O-],chembl_mito_safe_drugs,non-toxic,693.5389999999999,3.934820000000003,168.74779999999973,2,9,130.19,41
GLYCEROL PHENYLBUTYRATE,ZSDBFLMJVAGKOU-UHFFFAOYSA-N,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,chembl_mito_safe_drugs,non-toxic,530.6610000000004,6.053300000000006,149.93799999999976,0,6,78.9,39
PRUCALOPRIDE SUCCINATE,QZRSNVSQLGRAID-UHFFFAOYSA-N,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1.O=C(O)CCC(=O)O,chembl_mito_safe_drugs,non-toxic,485.9650000000005,2.023599999999999,122.9902000000001,4,7,151.42000000000002,33
SAMIDORPHAN L-MALATE,RARHXUAUPNYAJF-QSYGGRRVSA-N,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,chembl_mito_safe_drugs,non-toxic,504.53600000000034,0.16000000000000053,124.41190000000007,6,8,198.68999999999997,36
NALDEMEDINE,AXQACEQYCPKDMV-RZAWKFBISA-N,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,chembl_mito_safe_drugs,non-toxic,570.6460000000004,3.4798000000000027,150.73109999999974,4,9,141.18,42
TIVOZANIB HYDROCHLORIDE,RQXMKRRBJITKRN-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,chembl_mito_safe_drugs,non-toxic,509.34600000000034,5.2352200000000035,131.11620000000005,2,7,139.24,34
AVATROMBOPAG MALEATE,MISPBGHDNZYFNM-BTJKTKAUSA-N,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,chembl_mito_safe_drugs,non-toxic,765.7420000000004,6.293200000000005,195.28059999999968,4,11,176.5,50
BARICITINIB,XUZMWHLSFXCVMG-UHFFFAOYSA-N,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,chembl_mito_safe_drugs,non-toxic,371.4260000000001,1.09568,94.34750000000003,1,7,120.55999999999999,26
BREXPIPRAZOLE,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,chembl_mito_safe_drugs,non-toxic,433.5770000000001,4.724000000000004,129.77570000000006,1,5,48.57,31
OMARIGLIPTIN,MKMPWKUAHLTIBJ-ISTRZQFTSA-N,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,chembl_mito_safe_drugs,non-toxic,398.4350000000001,1.1421,93.14720000000003,1,7,90.45,27
BARIUM SULFATE,TZCXTZWJZNENPQ-UHFFFAOYSA-L,O=S(=O)([O-])[O-].[Ba+2],chembl_mito_safe_drugs,non-toxic,233.391,-1.7187999999999997,16.2286,0,4,80.26,6
VILOXAZINE HYDROCHLORIDE,HJOCKFVCMLCPTP-UHFFFAOYSA-N,CCOc1ccccc1OCC1CNCCO1.Cl,chembl_mito_safe_drugs,non-toxic,273.75999999999993,1.8742999999999994,72.96370000000003,1,4,39.72,18
MYCOPHENOLATE SODIUM,DOZYTHNHLLSNIK-JOKMOOFLSA-M,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],chembl_mito_safe_drugs,non-toxic,342.32300000000004,-1.5974799999999982,80.21730000000002,1,6,95.89,24
MIGALASTAT HYDROCHLORIDE,ZJIHMALTJRDNQI-OLALXQGDSA-N,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,chembl_mito_safe_drugs,non-toxic,199.63400000000004,-2.5449999999999995,44.144900000000014,5,5,92.95,12
URIDINE TRIACETATE,AUFUWRKPQLGTGF-FMKGYKFTSA-N,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,chembl_mito_safe_drugs,non-toxic,370.31400000000014,-1.1394999999999988,82.97370000000004,1,10,142.99,26
VORAPAXAR SULFATE,NQRYCIGCIAWEIC-CKLVGUEFSA-N,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,590.6700000000003,4.976700000000005,148.26009999999982,3,7,152.11999999999998,41
VORTIOXETINE HYDROBROMIDE,VNGRUFUIHGGOOM-UHFFFAOYSA-N,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,chembl_mito_safe_drugs,non-toxic,379.3670000000002,4.442140000000004,101.88570000000006,1,3,15.27,22
SODIUM PHOSPHATE P 32,BNIILDVGGAEEIG-JCIGTKTHSA-L,O=[32P]([O-])([O-])O.[Na+].[Na+],chembl_mito_safe_drugs,non-toxic,142.95790727,-8.1846,9.825299999999999,1,3,83.42,7
NORGESTREL,WWYNJERNGUHSAO-CULCCENASA-N,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,chembl_mito_safe_drugs,non-toxic,312.4530000000001,3.8826000000000036,90.49280000000006,1,2,37.3,23
TREPROSTINIL DIOLAMINE,RHWRWEUCEXUUAV-ZSESPEEFSA-N,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO,chembl_mito_safe_drugs,non-toxic,495.6570000000004,2.1438,134.49870000000004,6,7,139.48000000000002,35
VIBEGRON,DJXRIQMCROIRCZ-XOEOCAAJSA-N,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,chembl_mito_safe_drugs,non-toxic,444.53500000000014,2.766000000000001,125.97820000000004,3,6,96.25,33
EMPAGLIFLOZIN,OBWASQILIWPZMG-QZMOQZSNSA-N,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,chembl_mito_safe_drugs,non-toxic,450.91500000000013,1.6133999999999993,113.27220000000003,4,7,108.61000000000001,31
LUSUTROMBOPAG,NOZIJMHMKORZBA-KJCUYJGMSA-N,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,chembl_mito_safe_drugs,non-toxic,591.5570000000001,8.523600000000004,158.31299999999973,2,6,97.75,39
RIOCIGUAT,WXXSNCNJFUAIDG-UHFFFAOYSA-N,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,chembl_mito_safe_drugs,non-toxic,422.42400000000015,2.4426999999999994,113.6888,2,9,138.07000000000002,31
BETHANIDINE SULFATE,YTIJUXVIZLYQTB-UHFFFAOYSA-N,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,chembl_mito_safe_drugs,non-toxic,452.58100000000013,1.3100000000000016,125.57820000000005,6,4,147.44,31
RANITIDINE HYDROCHLORIDE,GGWBHVILAJZWKJ-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,chembl_mito_safe_drugs,non-toxic,350.872,1.8808000000000002,91.64880000000004,2,7,83.58,22
DACOMITINIB ANHYDROUS,LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,chembl_mito_safe_drugs,non-toxic,469.9480000000004,5.1551000000000045,128.84340000000003,2,6,79.38000000000001,33
RANITIDINE BISMUTH CITRATE,XAUTYMZTJWXZHZ-UHFFFAOYSA-K,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],chembl_mito_safe_drugs,non-toxic,712.4900000000004,-4.174399999999994,119.35960000000006,3,14,224.2,35
FROVATRIPTAN SUCCINATE,CUETXFMONOSVJA-KLQYNRQASA-N,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,chembl_mito_safe_drugs,non-toxic,379.4130000000002,0.4545999999999998,99.80870000000003,5,4,177.00999999999996,27
IVABRADINE HYDROCHLORIDE,HLUKNZUABFFNQS-ZMBIFBSDSA-N,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,chembl_mito_safe_drugs,non-toxic,505.05500000000035,3.731800000000004,138.88699999999994,0,6,60.47000000000001,35
METHACYCLINE HYDROCHLORIDE,VXPSARQTYDZXAO-CCHMMTNSSA-N,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,chembl_mito_safe_drugs,non-toxic,478.88500000000016,-0.016099999999999226,117.64189999999999,6,9,181.62,33
